"pID","groupID","time_point","NegativeMood","PositiveMood","PhysInt_NUM","SocInt_NUM","SalInt_Medium_Online","SalInt_Disc_Tension","SalInt_Partner_Close","SalInt_Disc_Self","SalInt_Disc_Partner","SalInt_Close","baseline_closest_deg_out_norm","covid_stress_self_nr","covid_housing_tension","covid_phys_dist_avg","baseline_income_num","baseline_educ_parents_years","baseline_college_year","baseline_gender_numeric","EMA_completion_rate"
"muri340","g9p",21,2,62,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",22,11,91,2,1,1,0,1,0,0,76,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",23,13,88,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",24,1,75,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",25,4,74,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",26,1,100,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",27,22,100,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",28,1,96,1,3,1,0,0,0,0,74,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",29,1,88,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",30,4,96,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",31,1,99,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",32,1,100,2,0,0,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",33,1,98,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",34,1,100,5,2,1,,1,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",35,1,100,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",36,30,59,1,2,1,,1,,,100,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",37,1,100,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",38,1,96,1,2,1,,1,,,61,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",39,5,100,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",40,1,100,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",41,1,94,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",42,10,95,1,6,1,0,1,0,0,68,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",43,14,78,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",44,41,82,2,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",45,10,87,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",46,19,95,5,0,,0,,0,0,59,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",47,1,100,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",48,66,22,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",49,,,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",50,,88,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",51,,,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",52,2,88,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",53,4,98,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",54,,,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",55,,100,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri340","g9p",56,3,93,,,,,,,,,11,10,40,3.75,20,34,4,1,0.79
"muri341","g9p",1,19,85,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",2,21,81,6,1,0,0,1,1,1,73,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",3,24,75,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",4,28,76,3,5,0,0,1,0,0,83,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",5,29,64,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",6,27,66,4,6,0,0,1,0,0,91,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",7,12,85,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",8,16,85,7,10,0,0,1,0,1,76,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",9,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",10,17,80,10,2,0,0,1,0,0,86,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",11,20,78,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",12,22,71,1,5,0,0,1,0,0,80,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",13,23,41,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",14,23,68,1,4,1,0,0,0,0,22,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",15,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",16,10,77,3,5,0,0,1,1,1,75,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",17,25,57,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",18,20,80,6,10,0,0,1,0,0,80,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",19,31,49,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",20,25,76,4,10,0,1,1,0,0,74,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",21,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",22,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",23,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",24,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",25,21,35,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",26,32,59,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",27,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",28,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",29,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",30,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",31,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",32,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",33,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",34,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",35,38,61,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",36,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",37,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",38,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",39,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",40,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",41,11,67,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",42,29,70,6,10,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",43,26,60,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",44,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",45,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",46,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",47,3,70,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",48,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",49,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",50,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",51,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",52,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",53,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",54,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",55,,,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri341","g9p",56,,89,,,,,,,,,12,6,14,4.25,15,38,4,1,0.84
"muri344","g9p",1,73,18,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",2,50,49,1,5,1,0,1,0,0,42,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",3,54,53,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",4,51,29,0,0,1,0,1,0,0,36,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",5,49,49,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",6,46,38,0,0,1,0,,0,0,49,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",7,50,49,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",8,49,49,1,0,0,0,1,0,0,49,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",9,50,44,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",10,49,49,1,1,0,0,1,0,0,49,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",11,49,49,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",12,49,49,0,4,0,0,1,0,0,58,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",13,49,49,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",14,49,49,1,0,,0,,0,0,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",15,84,49,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",16,86,20,1,1,1,0,1,1,0,62,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",17,90,8,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",18,88,10,2,10,0,0,1,1,0,59,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",19,82,23,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",20,68,69,1,5,0,0,1,1,1,70,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",21,100,5,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",22,80,19,1,5,0,0,1,1,0,49,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",23,88,49,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",24,83,16,1,5,0,0,1,0,0,49,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",25,20,68,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",26,83,20,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",27,49,49,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",28,49,35,0,0,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",29,87,18,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",30,76,2,0,0,,0,,0,0,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",31,49,49,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",32,81,16,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",33,50,49,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",34,,49,0,0,,0,,0,0,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",35,49,49,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",36,49,49,,,,0,,0,0,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",37,49,49,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",38,,,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",39,49,49,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",40,49,49,5,10,0,0,1,0,0,49,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",41,49,49,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",42,,,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",43,,,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",44,,,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri344","g9p",45,,,,,,,,,,,8,6,92,4,8,38,2,1,0.61
"muri354","g9p",1,20,80,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",2,25,75,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",3,10,70,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",4,3,77,12,5,0,0,1,0,0,12,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",5,50,32,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",6,67,29,3,7,0,0,1,0,0,71,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",7,26,25,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",8,69,14,8,10,1,0,1,0,0,95,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",9,15,65,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",10,28,67,3,9,1,0,1,1,0,100,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",11,71,37,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",12,9,16,4,8,1,0,1,1,1,82,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",13,7,78,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",14,14,65,4,3,1,0,1,0,0,89,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",15,25,66,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",16,15,27,0,3,0,0,1,1,0,85,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",17,4,25,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",18,17,37,5,7,0,0,1,1,0,77,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",19,34,51,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",20,21,28,2,4,0,0,1,0,0,96,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",21,11,21,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",22,20,78,2,5,0,0,1,1,0,81,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",23,25,66,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",24,38,20,0,2,0,0,1,0,1,100,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",25,23,68,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",26,16,62,3,3,0,0,1,0,0,83,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",27,21,71,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",28,10,33,2,4,0,0,1,1,1,99,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",29,14,71,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",30,64,41,4,3,1,0,1,1,1,96,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",31,22,77,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",32,8,79,7,3,1,0,1,0,0,95,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",33,25,61,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",34,9,70,15,3,1,0,1,1,0,86,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",35,64,25,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",36,10,21,4,2,1,0,1,0,0,88,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",37,14,64,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",38,8,64,9,8,1,0,0,1,1,85,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",39,19,20,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",40,22,23,4,7,1,0,1,1,1,90,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",41,15,68,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",42,25,64,3,6,1,0,1,1,1,97,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",43,16,72,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",44,22,77,6,3,0,0,1,1,0,78,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",45,15,72,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",46,19,30,2,7,1,0,1,1,1,89,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",47,24,80,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",48,19,73,4,12,1,0,1,1,1,94,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",49,17,71,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",50,15,68,3,11,1,0,1,1,1,91,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",51,25,81,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",52,23,70,2,4,1,0,1,0,0,87,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",53,20,69,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",54,17,60,4,9,1,0,0,0,1,74,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",55,22,71,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri354","g9p",56,,,,,,,,,,,6,9,39,2.5,2,36,4,1,0.96
"muri359","g9p",1,6,74,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",2,15,82,2,0,0,0,1,0,0,93,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",3,49,49,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",4,53,31,2,0,0,0,1,0,0,62,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",5,56,66,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",6,35,52,3,1,1,0,1,0,1,67,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",7,14,48,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",8,84,6,3,1,,0,0,0,0,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",9,45,58,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",10,,,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",11,51,49,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",12,37,75,2,3,0,0,1,0,0,59,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",13,53,43,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",14,39,64,1,1,0,0,1,1,1,68,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",15,62,39,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",16,54,48,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",17,,,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",18,73,29,3,2,0,1,1,1,1,81,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",19,63,22,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",20,14,81,1,1,0,0,1,1,1,64,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",21,32,69,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",22,19,49,0,0,,0,,0,0,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",23,49,51,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",24,28,38,0,1,1,0,1,0,0,19,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",25,50,51,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",26,,,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",27,41,67,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",28,,,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",29,28,50,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",30,26,73,2,0,0,0,1,0,0,61,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",31,47,54,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",32,19,76,4,0,0,0,1,1,1,97,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",33,49,50,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",34,17,80,2,1,1,0,1,1,1,67,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",35,28,53,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",36,13,92,2,0,0,0,1,0,0,69,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",37,49,50,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",38,49,49,1,1,0,0,1,1,1,70,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",39,49,53,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",40,,,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",41,41,51,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",42,31,62,1,1,0,0,1,0,0,58,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",43,,,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",44,83,9,1,0,0,0,1,1,1,70,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",45,49,52,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",46,37,59,2,0,0,0,1,0,1,69,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",47,70,33,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",48,33,66,2,0,0,0,1,0,1,55,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",49,49,49,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",50,72,17,0,0,,0,1,0,0,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",51,29,57,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",52,27,75,2,0,0,0,1,1,1,84,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",53,37,62,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",54,34,69,1,1,1,0,1,0,0,76,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",55,48,53,,,,,,,,,5,5,9,3.5,20,40,1,1,0.86
"muri359","g9p",56,20,77,1,0,0,0,1,0,0,100,5,5,9,3.5,20,40,1,1,0.86
"muri369","g10p",1,34,76,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",2,32,68,3,5,0,1,1,1,0,65,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",3,33,71,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",4,24,74,3,4,0,0,1,0,0,77,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",5,24,75,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",6,61,32,3,5,0,0,1,0,0,61,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",7,29,76,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",8,26,78,3,6,1,0,1,0,0,74,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",9,27,74,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",10,,,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",11,71,28,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",12,29,81,3,6,1,0,1,0,0,70,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",13,24,78,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",14,32,67,3,6,0,0,1,0,0,73,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",15,69,29,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",16,34,65,3,10,1,0,1,0,0,64,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",17,64,37,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",18,71,35,3,7,1,0,1,0,0,63,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",19,,,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",20,40,64,3,6,1,0,1,0,0,56,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",21,34,67,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",22,30,69,3,7,1,0,1,0,0,63,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",23,40,54,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",24,,,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",25,31,68,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",26,,,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",27,27,73,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",28,,,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",29,40,65,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",30,75,37,3,8,1,0,1,0,1,67,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",31,68,38,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",32,,,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",33,,,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",34,78,26,3,8,0,0,1,0,0,65,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",35,37,66,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",36,38,78,3,7,1,0,1,0,0,72,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",37,30,73,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",38,34,72,3,8,1,0,1,0,0,74,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",39,,,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",40,44,69,3,10,1,0,1,0,0,69,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",41,,,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",42,28,65,3,10,1,0,1,0,0,71,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",43,30,72,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",44,30,68,3,10,1,0,1,0,0,66,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",45,36,67,,,,,,,,,20,7,33,5,20,36,4,0,0.84
"muri369","g10p",46,41,58,3,10,0,0,1,0,0,61,20,7,33,5,20,36,4,0,0.84
